source,target,relationship,cidoc_property,source_document,source_locator,evidence_type,confidence,notes
place_stelae_park,place_tomb_of_the_brick_arches,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_stelae_park,period_aksumite,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_stelae_park,object_stelae,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_stelae_park,object_beads,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_stelae_park,object_glass,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_stelae_park,object_ivory,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_aksum,place_tomb_of_the_brick_arches,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_aksum,object_ivory,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_tomb_of_the_brick_arches,object_stelae,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_tomb_of_the_brick_arches,object_beads,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_tomb_of_the_brick_arches,object_glass,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_tomb_of_the_brick_arches,object_ivory,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
period_aksumite,object_stelae,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
period_aksumite,object_ivory,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
object_stelae,object_beads,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
object_stelae,object_glass,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
object_stelae,object_ivory,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
object_beads,object_glass,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
object_beads,object_ivory,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
object_glass,object_ivory,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
place_d_site_kidane_mehret,object_ivory,DATED_TO,P4_has_time-span,S4,S4 line 8209,explicit_pattern_match,0.8,"Pattern-matched sentence: ""areas (e.g. parts of Late Aksumite D site) obtained The Periplus of the Erythraean Sea (Casson animal products through subsistence-level her..."""
place_k_site_maleke_aksum,object_ivory,DATED_TO,P4_has_time-span,S4,S4 line 8209,explicit_pattern_match,0.8,"Pattern-matched sentence: ""areas (e.g. parts of Late Aksumite D site) obtained The Periplus of the Erythraean Sea (Casson animal products through subsistence-level her..."""
period_late_aksumite,object_ivory,DATED_TO,P4_has_time-span,S4,S4 line 8209,explicit_pattern_match,0.8,"Pattern-matched sentence: ""areas (e.g. parts of Late Aksumite D site) obtained The Periplus of the Erythraean Sea (Casson animal products through subsistence-level her..."""
period_aksumite,period_pre_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8209,explicit_pattern_match,0.8,"Pattern-matched sentence: ""areas (e.g. parts of Late Aksumite D site) obtained The Periplus of the Erythraean Sea (Casson animal products through subsistence-level her..."""
period_pre_aksumite,object_ivory,DATED_TO,P4_has_time-span,S4,S4 line 8209,explicit_pattern_match,0.8,"Pattern-matched sentence: ""areas (e.g. parts of Late Aksumite D site) obtained The Periplus of the Erythraean Sea (Casson animal products through subsistence-level her..."""
place_mausoleum,object_bronze,MADE_OF,P45_consists_of,S4,S4 line 8824,explicit_pattern_match,0.75,"Pattern-matched sentence: ""percentages which are mentioned below should be re- The items investigated represent a variety of garded as being very approximate, bearing ..."""
place_mausoleum,object_gold,MADE_OF,P45_consists_of,S4,S4 line 8824,explicit_pattern_match,0.75,"Pattern-matched sentence: ""percentages which are mentioned below should be re- The items investigated represent a variety of garded as being very approximate, bearing ..."""
object_bronze,object_gold,MADE_OF,P45_consists_of,S4,S4 line 8824,explicit_pattern_match,0.75,"Pattern-matched sentence: ""percentages which are mentioned below should be re- The items investigated represent a variety of garded as being very approximate, bearing ..."""
object_gold,object_iron,MADE_OF,P45_consists_of,S4,S4 line 8925,explicit_pattern_match,0.75,"Pattern-matched sentence: ""and malachite corrosion suggested that it was made of Corrosion on nail M/199\ contained copper copper. The metallography also showed that t..."""
object_gold,object_silver,MADE_OF,P45_consists_of,S4,S4 line 8925,explicit_pattern_match,0.75,"Pattern-matched sentence: ""and malachite corrosion suggested that it was made of Corrosion on nail M/199\ contained copper copper. The metallography also showed that t..."""
object_iron,object_silver,MADE_OF,P45_consists_of,S4,S4 line 8925,explicit_pattern_match,0.75,"Pattern-matched sentence: ""and malachite corrosion suggested that it was made of Corrosion on nail M/199\ contained copper copper. The metallography also showed that t..."""
object_gold,object_bronze,FOUND_AT,P7_took_place_at,S4,S4 line 8949,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Ring Nails and tacks A ring (M/547\) is totally corroded but a high level of Two nails, M/197\ and M/200\ (Fig. 178c), appear to tin was fou..."""
place_tomb_of_the_brick_arches,place_mausoleum,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
place_tomb_of_the_brick_arches,place_gudit_stelae_field,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
place_tomb_of_the_brick_arches,object_stelae,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
place_tomb_of_the_brick_arches,object_ivory,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
place_mausoleum,place_gudit_stelae_field,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
place_mausoleum,object_stelae,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
place_mausoleum,object_ivory,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
place_gudit_stelae_field,object_stelae,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
place_gudit_stelae_field,object_ivory,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
object_stelae,object_ivory,MADE_OF,P45_consists_of,S4,S4 line 9195,explicit_pattern_match,0.75,"Pattern-matched sentence: ""chine employing a combination of flotation for retrie- The number and level of identifications val of plant material as 1.0 and 0.3 mm flots..."""
place_aksum,place_mausoleum,MADE_OF,P45_consists_of,S4,S4 line 9292,explicit_pattern_match,0.75,"Pattern-matched sentence: ""study of material from the K and D sites in order to Since it was not permissible to remove speobtain information on the domestic economy of..."""
place_aksum,place_stelae_park,DATED_TO,P4_has_time-span,S4,S4 line 9691,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Archaeology at Aksum no relationship to the former extent of a cemetery: it recovered in the upper levels (p. 156, above), demonsmay be that..."""
